Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,diskretno_vrijeme
Banja Luka,PM2.5 - Principal,2023-01-02 22:00:00,2023,1,2,22,306.2,356,Hazardous,325.7,UG/M3,1 Hr,Valid,10472.0
Banja Luka,PM2.5 - Principal,2023-01-02 23:00:00,2023,1,2,23,247.8,297,Very Unhealthy,189.5,UG/M3,1 Hr,Valid,10473.0
Banja Luka,PM2.5 - Principal,2023-01-03 00:00:00,2023,1,3,0,205.8,256,Very Unhealthy,163.7,UG/M3,1 Hr,Valid,10474.0
Banja Luka,PM2.5 - Principal,2023-01-03 01:00:00,2023,1,3,1,162.2,213,Very Unhealthy,118.6,UG/M3,1 Hr,Valid,10475.0
Banja Luka,PM2.5 - Principal,2023-01-03 02:00:00,2023,1,3,2,124.0,186,Unhealthy,85.8,UG/M3,1 Hr,Valid,10476.0
Banja Luka,PM2.5 - Principal,2023-01-03 03:00:00,2023,1,3,3,100.2,174,Unhealthy,76.5,UG/M3,1 Hr,Valid,10477.0
Banja Luka,PM2.5 - Principal,2023-01-03 04:00:00,2023,1,3,4,69.8,158,Unhealthy,39.4,UG/M3,1 Hr,Valid,10478.0
Banja Luka,PM2.5 - Principal,2023-01-03 05:00:00,2023,1,3,5,50.4,138,Unhealthy for Sensitive Groups,30.9,UG/M3,1 Hr,Valid,10479.0
Banja Luka,PM2.5 - Principal,2023-01-03 06:00:00,2023,1,3,6,41.3,115,Unhealthy for Sensitive Groups,32.2,UG/M3,1 Hr,Valid,10480.0
Banja Luka,PM2.5 - Principal,2023-01-03 07:00:00,2023,1,3,7,37.2,105,Unhealthy for Sensitive Groups,33.3,UG/M3,1 Hr,Valid,10481.0
Banja Luka,PM2.5 - Principal,2023-01-03 08:00:00,2023,1,3,8,39.6,111,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid,10482.0
Banja Luka,PM2.5 - Principal,2023-01-03 09:00:00,2023,1,3,9,39.7,111,Unhealthy for Sensitive Groups,39.8,UG/M3,1 Hr,Valid,10483.0
Banja Luka,PM2.5 - Principal,2023-01-03 10:00:00,2023,1,3,10,28.0,84,Moderate,16.4,UG/M3,1 Hr,Valid,10484.0
Banja Luka,PM2.5 - Principal,2023-01-03 11:00:00,2023,1,3,11,23.9,76,Moderate,19.8,UG/M3,1 Hr,Valid,10485.0
Banja Luka,PM2.5 - Principal,2023-01-03 12:00:00,2023,1,3,12,19.0,66,Moderate,14.2,UG/M3,1 Hr,Valid,10486.0
Banja Luka,PM2.5 - Principal,2023-01-03 13:00:00,2023,1,3,13,15.2,58,Moderate,11.5,UG/M3,1 Hr,Valid,10487.0
Banja Luka,PM2.5 - Principal,2023-01-03 14:00:00,2023,1,3,14,11.1,46,Good,6.9,UG/M3,1 Hr,Valid,10488.0
Banja Luka,PM2.5 - Principal,2023-01-03 15:00:00,2023,1,3,15,9.8,41,Good,8.6,UG/M3,1 Hr,Valid,10489.0
Banja Luka,PM2.5 - Principal,2023-01-03 16:00:00,2023,1,3,16,15.8,59,Moderate,21.9,UG/M3,1 Hr,Valid,10490.0
Banja Luka,PM2.5 - Principal,2023-01-03 17:00:00,2023,1,3,17,45.0,124,Unhealthy for Sensitive Groups,74.2,UG/M3,1 Hr,Valid,10491.0
Banja Luka,PM2.5 - Principal,2023-01-03 18:00:00,2023,1,3,18,70.7,159,Unhealthy,96.3,UG/M3,1 Hr,Valid,10492.0
Banja Luka,PM2.5 - Principal,2023-01-03 19:00:00,2023,1,3,19,73.4,160,Unhealthy,76.1,UG/M3,1 Hr,Valid,10493.0
Banja Luka,PM2.5 - Principal,2023-01-03 20:00:00,2023,1,3,20,185.2,235,Very Unhealthy,296.9,UG/M3,1 Hr,Valid,10494.0
Banja Luka,PM2.5 - Principal,2023-01-03 21:00:00,2023,1,3,21,193.8,244,Very Unhealthy,202.4,UG/M3,1 Hr,Valid,10495.0
Banja Luka,PM2.5 - Principal,2023-01-03 22:00:00,2023,1,3,22,236.3,286,Very Unhealthy,278.8,UG/M3,1 Hr,Valid,10496.0
Banja Luka,PM2.5 - Principal,2023-01-03 23:00:00,2023,1,3,23,226.8,277,Very Unhealthy,217.3,UG/M3,1 Hr,Valid,10497.0
Banja Luka,PM2.5 - Principal,2023-01-04 00:00:00,2023,1,4,0,226.7,277,Very Unhealthy,226.6,UG/M3,1 Hr,Valid,10498.0
Banja Luka,PM2.5 - Principal,2023-01-04 01:00:00,2023,1,4,1,217.2,267,Very Unhealthy,207.7,UG/M3,1 Hr,Valid,10499.0
Banja Luka,PM2.5 - Principal,2023-01-04 02:00:00,2023,1,4,2,196.0,246,Very Unhealthy,174.7,UG/M3,1 Hr,Valid,10500.0
Banja Luka,PM2.5 - Principal,2023-01-04 03:00:00,2023,1,4,3,181.3,232,Very Unhealthy,166.6,UG/M3,1 Hr,Valid,10501.0
Banja Luka,PM2.5 - Principal,2023-01-04 04:00:00,2023,1,4,4,165.5,216,Very Unhealthy,149.6,UG/M3,1 Hr,Valid,10502.0
Banja Luka,PM2.5 - Principal,2023-01-04 05:00:00,2023,1,4,5,111.2,180,Unhealthy,56.9,UG/M3,1 Hr,Valid,10503.0
Banja Luka,PM2.5 - Principal,2023-01-04 06:00:00,2023,1,4,6,71.6,159,Unhealthy,32.0,UG/M3,1 Hr,Valid,10504.0
Banja Luka,PM2.5 - Principal,2023-01-04 07:00:00,2023,1,4,7,55.7,151,Unhealthy,39.7,UG/M3,1 Hr,Valid,10505.0
Banja Luka,PM2.5 - Principal,2023-01-04 08:00:00,2023,1,4,8,45.9,127,Unhealthy for Sensitive Groups,36.1,UG/M3,1 Hr,Valid,10506.0
Banja Luka,PM2.5 - Principal,2023-01-04 09:00:00,2023,1,4,9,43.6,121,Unhealthy for Sensitive Groups,41.4,UG/M3,1 Hr,Valid,10507.0
Banja Luka,PM2.5 - Principal,2023-01-04 10:00:00,2023,1,4,10,54.6,148,Unhealthy for Sensitive Groups,65.6,UG/M3,1 Hr,Valid,10508.0
Banja Luka,PM2.5 - Principal,2023-01-04 11:00:00,2023,1,4,11,42.6,118,Unhealthy for Sensitive Groups,30.6,UG/M3,1 Hr,Valid,10509.0
Banja Luka,PM2.5 - Principal,2023-01-04 12:00:00,2023,1,4,12,34.4,98,Moderate,26.2,UG/M3,1 Hr,Valid,10510.0
Banja Luka,PM2.5 - Principal,2023-01-04 13:00:00,2023,1,4,13,28.8,86,Moderate,23.2,UG/M3,1 Hr,Valid,10511.0
Banja Luka,PM2.5 - Principal,2023-01-04 14:00:00,2023,1,4,14,27.0,82,Moderate,25.3,UG/M3,1 Hr,Valid,10512.0
Banja Luka,PM2.5 - Principal,2023-01-04 15:00:00,2023,1,4,15,28.8,86,Moderate,30.7,UG/M3,1 Hr,Valid,10513.0
Banja Luka,PM2.5 - Principal,2023-01-04 16:00:00,2023,1,4,16,27.8,84,Moderate,26.9,UG/M3,1 Hr,Valid,10514.0
Banja Luka,PM2.5 - Principal,2023-01-04 17:00:00,2023,1,4,17,46.5,128,Unhealthy for Sensitive Groups,65.1,UG/M3,1 Hr,Valid,10515.0
Banja Luka,PM2.5 - Principal,2023-01-04 18:00:00,2023,1,4,18,98.8,173,Unhealthy,151.1,UG/M3,1 Hr,Valid,10516.0
Banja Luka,PM2.5 - Principal,2023-01-04 19:00:00,2023,1,4,19,122.1,185,Unhealthy,145.4,UG/M3,1 Hr,Valid,10517.0
Banja Luka,PM2.5 - Principal,2023-01-04 20:00:00,2023,1,4,20,130.2,190,Unhealthy,138.3,UG/M3,1 Hr,Valid,10518.0
Banja Luka,PM2.5 - Principal,2023-01-04 21:00:00,2023,1,4,21,138.5,194,Unhealthy,146.7,UG/M3,1 Hr,Valid,10519.0
Banja Luka,PM2.5 - Principal,2023-01-04 22:00:00,2023,1,4,22,148.0,199,Unhealthy,157.5,UG/M3,1 Hr,Valid,10520.0
Banja Luka,PM2.5 - Principal,2023-01-04 23:00:00,2023,1,4,23,171.9,222,Very Unhealthy,195.8,UG/M3,1 Hr,Valid,10521.0
Banja Luka,PM2.5 - Principal,2023-01-05 00:00:00,2023,1,5,0,130.6,190,Unhealthy,89.2,UG/M3,1 Hr,Valid,10522.0
Banja Luka,PM2.5 - Principal,2023-01-05 01:00:00,2023,1,5,1,132.8,191,Unhealthy,135.0,UG/M3,1 Hr,Valid,10523.0
Banja Luka,PM2.5 - Principal,2023-01-05 02:00:00,2023,1,5,2,136.4,193,Unhealthy,139.9,UG/M3,1 Hr,Valid,10524.0
Banja Luka,PM2.5 - Principal,2023-01-05 03:00:00,2023,1,5,3,118.7,184,Unhealthy,101.0,UG/M3,1 Hr,Valid,10525.0
Banja Luka,PM2.5 - Principal,2023-01-05 04:00:00,2023,1,5,4,104.2,176,Unhealthy,89.8,UG/M3,1 Hr,Valid,10526.0
Banja Luka,PM2.5 - Principal,2023-01-05 05:00:00,2023,1,5,5,79.1,163,Unhealthy,53.9,UG/M3,1 Hr,Valid,10527.0
Banja Luka,PM2.5 - Principal,2023-01-05 06:00:00,2023,1,5,6,68.6,158,Unhealthy,58.1,UG/M3,1 Hr,Valid,10528.0
Banja Luka,PM2.5 - Principal,2023-01-05 07:00:00,2023,1,5,7,67.5,157,Unhealthy,66.4,UG/M3,1 Hr,Valid,10529.0
Banja Luka,PM2.5 - Principal,2023-01-05 08:00:00,2023,1,5,8,60.9,154,Unhealthy,54.3,UG/M3,1 Hr,Valid,10530.0
Banja Luka,PM2.5 - Principal,2023-01-05 09:00:00,2023,1,5,9,82.0,165,Unhealthy,103.2,UG/M3,1 Hr,Valid,10531.0
Banja Luka,PM2.5 - Principal,2023-01-05 10:00:00,2023,1,5,10,77.0,162,Unhealthy,71.9,UG/M3,1 Hr,Valid,10532.0
Banja Luka,PM2.5 - Principal,2023-01-05 11:00:00,2023,1,5,11,102.2,175,Unhealthy,127.4,UG/M3,1 Hr,Valid,10533.0
Banja Luka,PM2.5 - Principal,2023-01-05 12:00:00,2023,1,5,12,95.3,172,Unhealthy,88.4,UG/M3,1 Hr,Valid,10534.0
Banja Luka,PM2.5 - Principal,2023-01-05 13:00:00,2023,1,5,13,58.0,152,Unhealthy,20.8,UG/M3,1 Hr,Valid,10535.0
Banja Luka,PM2.5 - Principal,2023-01-05 14:00:00,2023,1,5,14,39.3,110,Unhealthy for Sensitive Groups,20.7,UG/M3,1 Hr,Valid,10536.0
Banja Luka,PM2.5 - Principal,2023-01-05 15:00:00,2023,1,5,15,34.5,98,Moderate,29.7,UG/M3,1 Hr,Valid,10537.0
Banja Luka,PM2.5 - Principal,2023-01-05 16:00:00,2023,1,5,16,27.9,84,Moderate,21.4,UG/M3,1 Hr,Valid,10538.0
Banja Luka,PM2.5 - Principal,2023-01-05 17:00:00,2023,1,5,17,48.3,133,Unhealthy for Sensitive Groups,68.7,UG/M3,1 Hr,Valid,10539.0
Banja Luka,PM2.5 - Principal,2023-01-05 18:00:00,2023,1,5,18,87.9,168,Unhealthy,127.4,UG/M3,1 Hr,Valid,10540.0
Banja Luka,PM2.5 - Principal,2023-01-05 20:00:00,2023,1,5,20,179.3,230,Very Unhealthy,168.8,UG/M3,1 Hr,Valid,10542.0
Banja Luka,PM2.5 - Principal,2023-01-05 22:00:00,2023,1,5,22,238.2,288,Very Unhealthy,195.3,UG/M3,1 Hr,Valid,10543.0
Banja Luka,PM2.5 - Principal,2023-01-05 23:00:00,2023,1,5,23,234.4,284,Very Unhealthy,230.6,UG/M3,1 Hr,Valid,10543.0
Banja Luka,PM2.5 - Principal,2023-01-06 00:00:00,2023,1,6,0,191.3,241,Very Unhealthy,148.3,UG/M3,1 Hr,Valid,10544.0
Banja Luka,PM2.5 - Principal,2023-01-06 01:00:00,2023,1,6,1,142.8,196,Unhealthy,94.3,UG/M3,1 Hr,Valid,10545.0
Banja Luka,PM2.5 - Principal,2023-01-06 02:00:00,2023,1,6,2,119.4,184,Unhealthy,95.9,UG/M3,1 Hr,Valid,10546.0
Banja Luka,PM2.5 - Principal,2023-01-06 03:00:00,2023,1,6,3,101.5,175,Unhealthy,83.6,UG/M3,1 Hr,Valid,10547.0
Banja Luka,PM2.5 - Principal,2023-01-06 04:00:00,2023,1,6,4,85.8,167,Unhealthy,70.1,UG/M3,1 Hr,Valid,10548.0
Banja Luka,PM2.5 - Principal,2023-01-06 05:00:00,2023,1,6,5,75.4,161,Unhealthy,64.9,UG/M3,1 Hr,Valid,10549.0
Banja Luka,PM2.5 - Principal,2023-01-06 06:00:00,2023,1,6,6,69.3,158,Unhealthy,63.3,UG/M3,1 Hr,Valid,10550.0
Banja Luka,PM2.5 - Principal,2023-01-06 07:00:00,2023,1,6,7,58.0,152,Unhealthy,46.8,UG/M3,1 Hr,Valid,10551.0
Banja Luka,PM2.5 - Principal,2023-01-06 08:00:00,2023,1,6,8,63.5,155,Unhealthy,69.1,UG/M3,1 Hr,Valid,10552.0
Banja Luka,PM2.5 - Principal,2023-01-06 09:00:00,2023,1,6,9,72.2,160,Unhealthy,80.9,UG/M3,1 Hr,Valid,10553.0
Banja Luka,PM2.5 - Principal,2023-01-06 10:00:00,2023,1,6,10,67.0,157,Unhealthy,61.9,UG/M3,1 Hr,Valid,10554.0
Banja Luka,PM2.5 - Principal,2023-01-06 11:00:00,2023,1,6,11,56.2,151,Unhealthy,45.4,UG/M3,1 Hr,Valid,10555.0
Banja Luka,PM2.5 - Principal,2023-01-06 12:00:00,2023,1,6,12,54.8,149,Unhealthy for Sensitive Groups,53.4,UG/M3,1 Hr,Valid,10556.0
Banja Luka,PM2.5 - Principal,2023-01-06 13:00:00,2023,1,6,13,51.1,139,Unhealthy for Sensitive Groups,47.4,UG/M3,1 Hr,Valid,10557.0
Banja Luka,PM2.5 - Principal,2023-01-06 14:00:00,2023,1,6,14,42.4,118,Unhealthy for Sensitive Groups,33.9,UG/M3,1 Hr,Valid,10558.0
Banja Luka,PM2.5 - Principal,2023-01-06 15:00:00,2023,1,6,15,39.2,110,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid,10559.0
Banja Luka,PM2.5 - Principal,2023-01-06 16:00:00,2023,1,6,16,63.8,155,Unhealthy,88.4,UG/M3,1 Hr,Valid,10560.0
Banja Luka,PM2.5 - Principal,2023-01-06 17:00:00,2023,1,6,17,193.1,243,Very Unhealthy,322.4,UG/M3,1 Hr,Valid,10561.0
Banja Luka,PM2.5 - Principal,2023-01-06 18:00:00,2023,1,6,18,249.5,299,Very Unhealthy,305.7,UG/M3,1 Hr,Valid,10562.0
Banja Luka,PM2.5 - Principal,2023-01-06 19:00:00,2023,1,6,19,245.8,295,Very Unhealthy,242.0,UG/M3,1 Hr,Valid,10563.0
Banja Luka,PM2.5 - Principal,2023-01-06 20:00:00,2023,1,6,20,241.9,292,Very Unhealthy,237.9,UG/M3,1 Hr,Valid,10564.0
Banja Luka,PM2.5 - Principal,2023-01-06 21:00:00,2023,1,6,21,237.8,288,Very Unhealthy,233.7,UG/M3,1 Hr,Valid,10565.0
Banja Luka,PM2.5 - Principal,2023-01-06 22:00:00,2023,1,6,22,330.3,380,Hazardous,422.6,UG/M3,1 Hr,Valid,10566.0
Banja Luka,PM2.5 - Principal,2023-01-06 23:00:00,2023,1,6,23,294.1,344,Hazardous,257.9,UG/M3,1 Hr,Valid,10567.0
Banja Luka,PM2.5 - Principal,2023-01-07 00:00:00,2023,1,7,0,372.6,416,Hazardous,451.0,UG/M3,1 Hr,Valid,10568.0
Banja Luka,PM2.5 - Principal,2023-01-07 01:00:00,2023,1,7,1,344.0,394,Hazardous,315.4,UG/M3,1 Hr,Valid,10569.0
Banja Luka,PM2.5 - Principal,2023-01-07 02:00:00,2023,1,7,2,265.7,316,Hazardous,187.4,UG/M3,1 Hr,Valid,10570.0
Banja Luka,PM2.5 - Principal,2023-01-07 03:00:00,2023,1,7,3,219.9,270,Very Unhealthy,174.1,UG/M3,1 Hr,Valid,10571.0
Banja Luka,PM2.5 - Principal,2023-01-07 04:00:00,2023,1,7,4,164.1,214,Very Unhealthy,108.3,UG/M3,1 Hr,Valid,10572.0
Banja Luka,PM2.5 - Principal,2023-01-07 05:00:00,2023,1,7,5,138.2,194,Unhealthy,112.3,UG/M3,1 Hr,Valid,10573.0
Banja Luka,PM2.5 - Principal,2023-01-07 06:00:00,2023,1,7,6,107.3,178,Unhealthy,76.4,UG/M3,1 Hr,Valid,10574.0
Banja Luka,PM2.5 - Principal,2023-01-07 07:00:00,2023,1,7,7,91.9,170,Unhealthy,76.6,UG/M3,1 Hr,Valid,10575.0
Banja Luka,PM2.5 - Principal,2023-01-07 08:00:00,2023,1,7,8,106.4,177,Unhealthy,121.0,UG/M3,1 Hr,Valid,10576.0
Banja Luka,PM2.5 - Principal,2023-01-07 09:00:00,2023,1,7,9,149.3,199,Unhealthy,192.1,UG/M3,1 Hr,Valid,10577.0
Banja Luka,PM2.5 - Principal,2023-01-07 10:00:00,2023,1,7,10,113.5,181,Unhealthy,77.7,UG/M3,1 Hr,Valid,10578.0
Banja Luka,PM2.5 - Principal,2023-01-07 11:00:00,2023,1,7,11,90.4,169,Unhealthy,67.4,UG/M3,1 Hr,Valid,10579.0
Banja Luka,PM2.5 - Principal,2023-01-07 12:00:00,2023,1,7,12,75.8,161,Unhealthy,61.3,UG/M3,1 Hr,Valid,10580.0
Banja Luka,PM2.5 - Principal,2023-01-07 13:00:00,2023,1,7,13,68.3,158,Unhealthy,60.8,UG/M3,1 Hr,Valid,10581.0
Banja Luka,PM2.5 - Principal,2023-01-07 14:00:00,2023,1,7,14,41.3,115,Unhealthy for Sensitive Groups,14.4,UG/M3,1 Hr,Valid,10582.0
Banja Luka,PM2.5 - Principal,2023-01-07 15:00:00,2023,1,7,15,27.1,83,Moderate,12.8,UG/M3,1 Hr,Valid,10583.0
Banja Luka,PM2.5 - Principal,2023-01-07 16:00:00,2023,1,7,16,22.2,72,Moderate,17.4,UG/M3,1 Hr,Valid,10584.0
Banja Luka,PM2.5 - Principal,2023-01-07 17:00:00,2023,1,7,17,68.4,158,Unhealthy,114.5,UG/M3,1 Hr,Valid,10585.0
Banja Luka,PM2.5 - Principal,2023-01-07 18:00:00,2023,1,7,18,118.8,184,Unhealthy,169.3,UG/M3,1 Hr,Valid,10586.0
Banja Luka,PM2.5 - Principal,2023-01-07 19:00:00,2023,1,7,19,130.4,190,Unhealthy,142.0,UG/M3,1 Hr,Valid,10587.0
Banja Luka,PM2.5 - Principal,2023-01-07 20:00:00,2023,1,7,20,147.0,198,Unhealthy,163.7,UG/M3,1 Hr,Valid,10588.0
Banja Luka,PM2.5 - Principal,2023-01-07 21:00:00,2023,1,7,21,172.5,223,Very Unhealthy,198.0,UG/M3,1 Hr,Valid,10589.0
Banja Luka,PM2.5 - Principal,2023-01-07 22:00:00,2023,1,7,22,196.5,247,Very Unhealthy,220.4,UG/M3,1 Hr,Valid,10590.0
Banja Luka,PM2.5 - Principal,2023-01-07 23:00:00,2023,1,7,23,187.7,238,Very Unhealthy,178.8,UG/M3,1 Hr,Valid,10591.0
Banja Luka,PM2.5 - Principal,2023-01-08 00:00:00,2023,1,8,0,164.3,215,Very Unhealthy,140.9,UG/M3,1 Hr,Valid,10592.0
Banja Luka,PM2.5 - Principal,2023-01-08 01:00:00,2023,1,8,1,117.7,183,Unhealthy,71.1,UG/M3,1 Hr,Valid,10593.0
Banja Luka,PM2.5 - Principal,2023-01-08 02:00:00,2023,1,8,2,85.8,167,Unhealthy,53.9,UG/M3,1 Hr,Valid,10594.0
Banja Luka,PM2.5 - Principal,2023-01-08 03:00:00,2023,1,8,3,73.1,160,Unhealthy,60.4,UG/M3,1 Hr,Valid,10595.0
Banja Luka,PM2.5 - Principal,2023-01-08 04:00:00,2023,1,8,4,51.8,141,Unhealthy for Sensitive Groups,30.5,UG/M3,1 Hr,Valid,10596.0
Banja Luka,PM2.5 - Principal,2023-01-08 05:00:00,2023,1,8,5,29.1,87,Moderate,6.4,UG/M3,1 Hr,Valid,10597.0
Banja Luka,PM2.5 - Principal,2023-01-08 06:00:00,2023,1,8,6,17.7,63,Moderate,6.4,UG/M3,1 Hr,Valid,10598.0
Banja Luka,PM2.5 - Principal,2023-01-08 07:00:00,2023,1,8,7,12.0,50,Good,6.4,UG/M3,1 Hr,Valid,10599.0
Banja Luka,PM2.5 - Principal,2023-01-08 08:00:00,2023,1,8,8,9.2,38,Good,6.4,UG/M3,1 Hr,Valid,10600.0
Banja Luka,PM2.5 - Principal,2023-01-08 09:00:00,2023,1,8,9,8.3,35,Good,7.4,UG/M3,1 Hr,Valid,10601.0
Banja Luka,PM2.5 - Principal,2023-01-08 10:00:00,2023,1,8,10,8.6,36,Good,9.0,UG/M3,1 Hr,Valid,10602.0
Banja Luka,PM2.5 - Principal,2023-01-08 11:00:00,2023,1,8,11,8.5,35,Good,8.4,UG/M3,1 Hr,Valid,10603.0
Banja Luka,PM2.5 - Principal,2023-01-08 12:00:00,2023,1,8,12,7.0,29,Good,5.5,UG/M3,1 Hr,Valid,10604.0
Banja Luka,PM2.5 - Principal,2023-01-08 13:00:00,2023,1,8,13,5.9,25,Good,4.9,UG/M3,1 Hr,Valid,10605.0
Banja Luka,PM2.5 - Principal,2023-01-08 14:00:00,2023,1,8,14,5.7,24,Good,5.4,UG/M3,1 Hr,Valid,10606.0
Banja Luka,PM2.5 - Principal,2023-01-08 15:00:00,2023,1,8,15,4.6,19,Good,3.6,UG/M3,1 Hr,Valid,10607.0
Banja Luka,PM2.5 - Principal,2023-01-08 16:00:00,2023,1,8,16,4.8,20,Good,5.1,UG/M3,1 Hr,Valid,10608.0
Banja Luka,PM2.5 - Principal,2023-01-08 17:00:00,2023,1,8,17,6.5,27,Good,8.1,UG/M3,1 Hr,Valid,10609.0
Banja Luka,PM2.5 - Principal,2023-01-08 18:00:00,2023,1,8,18,6.6,28,Good,6.8,UG/M3,1 Hr,Valid,10610.0
Banja Luka,PM2.5 - Principal,2023-01-08 19:00:00,2023,1,8,19,6.3,26,Good,6.0,UG/M3,1 Hr,Valid,10611.0
Banja Luka,PM2.5 - Principal,2023-01-08 20:00:00,2023,1,8,20,8.1,34,Good,9.8,UG/M3,1 Hr,Valid,10612.0
Banja Luka,PM2.5 - Principal,2023-01-08 21:00:00,2023,1,8,21,7.2,30,Good,6.3,UG/M3,1 Hr,Valid,10613.0
Banja Luka,PM2.5 - Principal,2023-01-08 22:00:00,2023,1,8,22,6.5,27,Good,5.8,UG/M3,1 Hr,Valid,10614.0
Banja Luka,PM2.5 - Principal,2023-01-08 23:00:00,2023,1,8,23,6.5,27,Good,6.4,UG/M3,1 Hr,Valid,10615.0
Banja Luka,PM2.5 - Principal,2023-01-09 00:00:00,2023,1,9,0,7.0,29,Good,7.6,UG/M3,1 Hr,Valid,10616.0
Banja Luka,PM2.5 - Principal,2023-01-09 01:00:00,2023,1,9,1,6.2,26,Good,5.3,UG/M3,1 Hr,Valid,10617.0
Banja Luka,PM2.5 - Principal,2023-01-09 02:00:00,2023,1,9,2,6.2,26,Good,6.3,UG/M3,1 Hr,Valid,10618.0
Banja Luka,PM2.5 - Principal,2023-01-09 03:00:00,2023,1,9,3,7.6,32,Good,9.0,UG/M3,1 Hr,Valid,10619.0
Banja Luka,PM2.5 - Principal,2023-01-09 04:00:00,2023,1,9,4,16.2,60,Moderate,24.8,UG/M3,1 Hr,Valid,10620.0
Banja Luka,PM2.5 - Principal,2023-01-09 05:00:00,2023,1,9,5,20.8,69,Moderate,25.4,UG/M3,1 Hr,Valid,10621.0
Banja Luka,PM2.5 - Principal,2023-01-09 06:00:00,2023,1,9,6,14.8,57,Moderate,8.7,UG/M3,1 Hr,Valid,10622.0
Banja Luka,PM2.5 - Principal,2023-01-09 07:00:00,2023,1,9,7,8.9,37,Good,3.0,UG/M3,1 Hr,Valid,10623.0
Banja Luka,PM2.5 - Principal,2023-01-09 08:00:00,2023,1,9,8,5.5,23,Good,2.2,UG/M3,1 Hr,Valid,10624.0
Banja Luka,PM2.5 - Principal,2023-01-09 09:00:00,2023,1,9,9,3.9,16,Good,2.3,UG/M3,1 Hr,Valid,10625.0
Banja Luka,PM2.5 - Principal,2023-01-09 10:00:00,2023,1,9,10,3.0,13,Good,2.1,UG/M3,1 Hr,Valid,10626.0
Banja Luka,PM2.5 - Principal,2023-01-09 11:00:00,2023,1,9,11,2.3,10,Good,1.5,UG/M3,1 Hr,Valid,10627.0
Banja Luka,PM2.5 - Principal,2023-01-09 12:00:00,2023,1,9,12,2.2,9,Good,2.2,UG/M3,1 Hr,Valid,10628.0
Banja Luka,PM2.5 - Principal,2023-01-09 13:00:00,2023,1,9,13,2.6,11,Good,2.9,UG/M3,1 Hr,Valid,10629.0
Banja Luka,PM2.5 - Principal,2023-01-09 14:00:00,2023,1,9,14,2.1,9,Good,1.6,UG/M3,1 Hr,Valid,10630.0
Banja Luka,PM2.5 - Principal,2023-01-09 15:00:00,2023,1,9,15,2.6,11,Good,3.2,UG/M3,1 Hr,Valid,10631.0
Banja Luka,PM2.5 - Principal,2023-01-09 16:00:00,2023,1,9,16,2.3,10,Good,2.0,UG/M3,1 Hr,Valid,10632.0
Banja Luka,PM2.5 - Principal,2023-01-09 17:00:00,2023,1,9,17,3.1,13,Good,4.0,UG/M3,1 Hr,Valid,10633.0
Banja Luka,PM2.5 - Principal,2023-01-09 18:00:00,2023,1,9,18,8.1,34,Good,13.0,UG/M3,1 Hr,Valid,10634.0
Banja Luka,PM2.5 - Principal,2023-01-09 19:00:00,2023,1,9,19,14.5,56,Moderate,20.9,UG/M3,1 Hr,Valid,10635.0
Banja Luka,PM2.5 - Principal,2023-01-09 20:00:00,2023,1,9,20,32.9,95,Moderate,51.3,UG/M3,1 Hr,Valid,10636.0
Banja Luka,PM2.5 - Principal,2023-01-09 21:00:00,2023,1,9,21,50.4,138,Unhealthy for Sensitive Groups,67.8,UG/M3,1 Hr,Valid,10637.0
Banja Luka,PM2.5 - Principal,2023-01-09 22:00:00,2023,1,9,22,50.8,139,Unhealthy for Sensitive Groups,51.3,UG/M3,1 Hr,Valid,10638.0
Banja Luka,PM2.5 - Principal,2023-01-09 23:00:00,2023,1,9,23,27.9,84,Moderate,5.0,UG/M3,1 Hr,Valid,10639.0
Banja Luka,PM2.5 - Principal,2023-01-10 00:00:00,2023,1,10,0,15.3,58,Moderate,2.6,UG/M3,1 Hr,Valid,10640.0
Banja Luka,PM2.5 - Principal,2023-01-10 01:00:00,2023,1,10,1,8.4,35,Good,1.5,UG/M3,1 Hr,Valid,10641.0
Banja Luka,PM2.5 - Principal,2023-01-10 02:00:00,2023,1,10,2,4.8,20,Good,1.2,UG/M3,1 Hr,Valid,10642.0
Banja Luka,PM2.5 - Principal,2023-01-10 03:00:00,2023,1,10,3,2.9,12,Good,0.9,UG/M3,1 Hr,Valid,10643.0
Banja Luka,PM2.5 - Principal,2023-01-10 04:00:00,2023,1,10,4,2.1,9,Good,1.3,UG/M3,1 Hr,Valid,10644.0
Banja Luka,PM2.5 - Principal,2023-01-10 05:00:00,2023,1,10,5,1.5,6,Good,0.9,UG/M3,1 Hr,Valid,10645.0
Banja Luka,PM2.5 - Principal,2023-01-10 06:00:00,2023,1,10,6,1.4,6,Good,1.3,UG/M3,1 Hr,Valid,10646.0
Banja Luka,PM2.5 - Principal,2023-01-10 07:00:00,2023,1,10,7,1.8,8,Good,2.1,UG/M3,1 Hr,Valid,10647.0
Banja Luka,PM2.5 - Principal,2023-01-10 08:00:00,2023,1,10,8,3.1,13,Good,4.5,UG/M3,1 Hr,Valid,10648.0
Banja Luka,PM2.5 - Principal,2023-01-10 09:00:00,2023,1,10,9,4.9,20,Good,6.6,UG/M3,1 Hr,Valid,10649.0
